76.50,487.50,73.12
66.53,487.50,64.05
70.50,487.50,52.27
70.50,487.52,52.27
34.00,487.50,0.03
75.37,487.50,0.93
75.37,487.59,0.93
75.37,487.68,0.93
75.37,487.77,0.93
75.37,487.50,75.76
75.37,487.50,0.93
90.00,487.59,0.93
1000.00,487.69,0.91
956.00,488.86,0.91
75.37,487.50,0.99
75.37,487.50,0.10
