ngay,muc_nuoc_ho,luu_luong_den,luu_luong_xa
12/12/2019,486.79,74.99,56.8
13/12/2019,486.84,64.7,52.8
14/12/2019,486.86,74.2,54.1
15/12/2019,486.91,56.09,52.2
16/12/2019,486.91,67.3,54
17/12/2019,486.94,64.25,62.5
18/12/2019,486.94,65.54,59
19/12/2019,486.96,58.75,55
20/12/2019,486.97,67.7,53.3
21/12/2019,487.01,58.04,50.9
22/12/2019,487.03,54.42,52.7
23/12/2019,487.01,56.2,51.9
24/12/2019,487.02,55.67,54
25/12/2019,487.04,57.26,57.5
26/12/2019,487.04,54.46,53.8
27/12/2019,487.03,56.23,53.9
28/12/2019,487.05,56.23,54.1
29/12/2019,487.06,50.08,51.6
30/12/2019,487.02,46.48,58.1
31/12/2019,487.01,54.17,53.1
01/01/2020,487.02,48.85,52.7
02/01/2020,486.1,49.22,55.6
03/01/2020,486.98,48.26,59.2
04/01/2020,486.96,48.49,58.6
05/01/2020,486.95,53.95,50.2
06/01/2020,486.92,33.82,54.9
07/01/2020,486.9,47.62,55.3
08/01/2020,486.88,46.86,55.9
09/01/2020,486.84,43.22,63
10/01/2020,486.81,44.99,53
11/01/2020,486.79,45.17,58.5
12/01/2020,486.77,44.18,52.6
13/01/2020,486.61,23.43,122
14/01/2020,486.42,39.65,115.3
15/01/2020,486.24,38.35,115.8
16/01/2020,486.08,34.72,111
17/01/2020,485.87,33.78,114.7
18/01/2020,485.7,36.37,87
19/01/2020,485.63,36.98,57.9
20/01/2020,485.56,21.78,55.9
21/01/2020,485.51,38.28,55.8
22/01/2020,485.47,35.82,55.8
23/01/2020,485.43,36.48,52.4
24/01/2020,485.41,37.12,48.6
25/01/2020,485.34,34.19,58.2
26/01/2020,485.3,28.85,70.5
27/01/2020,485.18,22.96,51.8
28/01/2020,485.14,34.63,50.1
29/01/2020,485.1,34.16,51
30/01/2020,485.05,31.76,58.1
31/01/2020,484.1,34.81,52.8
01/02/2020,484.94,36.42,61.5
02/02/2020,484.87,31.51,56.9
03/02/2020,484.74,27.22,67.2
04/02/2020,484.62,40.05,5.3
05/02/2020,484.58,36.82,67
06/02/2020,484.5,36.34,62.7
07/02/2020,484.42,35.81,63.3
08/02/2020,484.34,37.3,63.3
09/02/2020,484.26,31.05,62
10/02/2020,484.13,22.48,65.6
11/02/2020,484.03,36.16,62.8
12/02/2020,483.95,36.5,57.3
13/02/2020,483.84,35.31,78.6
14/02/2020,483.75,34.36,63.6
15/02/2020,483.64,34.4,72.6
16/02/2020,483.54,30.33,62.2
17/02/2020,483.41,20.83,66.4
18/02/2020,483.32,35.42,60.5
19/02/2020,483.21,29.03,74
20/02/2020,483.1,31.32,63.2
21/02/2020,482.98,30.04,73.6
22/02/2020,482.83,32.99,81.6
23/02/2020,482.7,27.28,67.7
24/02/2020,482.51,16.42,90.1
25/02/2020,482.34,29.46,75.8
26/02/2020,482.21,30,74.7
27/02/2020,482.08,28.88,73.7
28/02/2020,481.92,24.04,81.7
29/02/2020,481.73,17.17,79.4
01/03/2020,481.57,23.88,74.6
02/03/2020,481.4,17.17,79.4
03/03/2020,481.22,28.33,84
04/03/2020,481.07,27.13,76.8
05/03/2020,480.89,26.08,86.6
06/03/2020,480.7,19.5,82.9
07/03/2020,480.54,27.04,79.3
08/03/2020,480.39,12.42,69.8
09/03/2020,480.14,7.75,118.5
10/03/2020,479.86,39.67,90.4
11/03/2020,479.66,37.54,90.5
12/03/2020,479.42,26.5,86.7
13/03/2020,479.2,26.42,85.2
14/03/2020,479.03,26.58,67.2
15/03/2020,478.87,26.63,70
16/03/2020,478.69,18.17,75.5
17/03/2020,478.48,29.38,80.8
18/03/2020,478.28,27.5,85.1
19/03/2020,478.02,18.42,93.7
20/03/2020,477.8,25.33,74.5
21/03/2020,477.61,23.67,67.3
22/03/2020,477.44,22.63,62.7
23/03/2020,477.23,11.33,77.8
24/03/2020,477.02,21.79,75.3
25/03/2020,476.8,17.17,80.3
26/03/2020,476.54,9,77.8
27/03/2020,476.31,17,72.9
28/03/2020,476.07,17.79,82.1
29/03/2020,475.85,17.92,74.5
30/03/2020,475.61,5.54,74.5
31/03/2020,475.36,13.54,76
01/04/2020,475.16,16.54,57.9
02/04/2020,475.02,20.79,54.3
03/04/2020,474.86,26.35,70.3
04/04/2020,474.71,18.92,52.4
05/04/2020,474.58,19.21,33.9
06/04/2020,474.45,13.79,50.3
07/04/2020,474.36,13.79,43.6
08/04/2020,474.16,25.71,56.4
09/04/2020,474.05,21.67,52.1
10/04/2020,473.9,23.54,52.2
11/04/2020,473.78,25.29,50.8
12/04/2020,473.67,25,56
13/04/2020,473.49,13.54,55
14/04/2020,473.35,26.42,52.1
15/04/2020,473.23,25.38,56.3
16/04/2020,473.07,22.58,57.9
17/04/2020,472.91,26.33,53.2
18/04/2020,472.79,25.75,53.7
19/04/2020,472.65,20.5,55.1
20/04/2020,472.46,16.67,62.8
21/04/2020,472.31,31.6,59.4
22/04/2020,472.19,28.79,53.1
23/04/2020,472.05,17.87,52.7
24/04/2020,471.89,21.08,53.2
25/04/2020,471.74,17.17,54.7
26/04/2020,471.6,19.79,52.1
27/04/2020,471.39,12.58,55
28/04/2020,470.76,36.33,67
29/04/2020,471.06,17.17,53.4
30/04/2020,470.92,16.88,44.8
01/05/2020,470.77,15.96,51.8
02/05/2020,470.56,7.13,55.2
03/05/2020,470.36,14.96,54.6
04/05/2020,470.15,5.46,53.6
05/05/2020,469.95,19.13,55.7
06/05/2020,469.78,18.96,54.1
07/05/2020,469.59,21.04,58
08/05/2020,469.39,20.88,51.5
09/05/2020,469.23,21.33,51.3
10/05/2020,469.07,26.08,50
11/05/2020,468.9,12.75,57
12/05/2020,468.68,19.58,57.8
13/05/2020,468.49,21.04,53.3
14/05/2020,468.31,19.04,49.5
15/05/2020,468.11,12.54,56.6
16/05/2020,467.89,11.83,48.1
17/05/2020,467.71,16.21,50.7
18/05/2020,467.53,12.17,29.5
19/05/2020,467.43,18.08,52.8
20/05/2020,467.25,26.04,56.8
21/05/2020,467.04,25,85.8
22/05/2020,466.67,26.25,76.8
23/05/2020,466.46,18.25,49.6
24/05/2020,466.31,24.29,53.3
25/05/2020,466.12,11.25,58.4
26/05/2020,465.91,31.63,58.5
27/05/2020,465.75,24.42,50.5
28/05/2020,465.65,34.92,53.1
29/05/2020,465.5,30.67,53.5
30/05/2020,465.41,32.54,52.3
31/05/2020,465.33,43.63,53.3
01/06/2020,465.21,33.04,53.9
02/06/2020,465.18,52.04,46.4
03/06/2020,465.28,62.42,44.8
04/06/2020,465.33,56.29,45.9
05/06/2020,465.38,57.33,43.9
06/06/2020,465.45,69.63,46.4
07/06/2020,465.6,49.25,43.2
08/06/2020,465.54,25.08,62.2
09/06/2020,465.43,53.75,40.2
10/06/2020,465.48,47.29,45.2
11/06/2020,465.51,54.54,47.8
12/06/2020,465.53,42.88,43.5
13/06/2020,465.53,46.67,41.4
14/06/2020,465.57,69.5,42.3
15/06/2020,465.73,60.71,43.1
16/06/2020,465.88,68.67,41
17/06/2020,465.97,58.63,41.6
18/06/2020,466.1,66.08,47.6
19/06/2020,466.13,49.25,45.9
20/06/2020,466.16,47.83,44.3
21/06/2020,466.25,41.95,44
22/06/2020,466.26,59.04,40.7
23/06/2020,466.49,74.63,49.5
24/06/2020,466.52,47.25,49.7
25/06/2020,466.51,50.79,45.5
26/06/2020,466.61,80.38,41.3
27/06/2020,466.87,75.13,44
28/06/2020,466.97,52.29,43
29/06/2020,466.98,53.54,41.6
30/06/2020,467.14,77.79,48.1
01/07/2020,467.46,106.13,0
02/07/2020,467.48,73.38,50.5
03/07/2020,467.6,67.58,45.9
04/07/2020,467.69,64.46,49.2
05/07/2020,467.76,64.46,46
06/07/2020,467.87,64.71,45.3
07/07/2020,467.95,65.88,51.7
08/07/2020,468.01,60.5,52
09/07/2020,468.08,66.17,62.8
10/07/2020,468.05,64.83,53.1
11/07/2020,468.19,97.67,68
12/07/2020,468.24,85.96,93.2
13/07/2020,468.05,69.59,125.1
14/07/2020,467.83,76.79,113.3
15/07/2020,467.67,88.88,111.4
16/07/2020,467.41,55,120.3
17/07/2020,467.12,51.25,103.2
18/07/2020,466.92,79.08,80.2
19/07/2020,466.96,90.29,84
20/07/2020,466.96,96.04,84.6
21/07/2020,467.03,77.33,81
22/07/2020,466.96,68.58,82.3
23/07/2020,466.94,84.63,87.6
24/07/2020,466.93,93.25,84
25/07/2020,467.02,98.21,83.6
26/07/2020,467.06,95.13,83
27/07/2020,467.15,106.04,89.3
28/07/2020,467.18,100.96,108
29/07/2020,467.13,102.92,110.2
30/07/2020,467.03,86.83,138
31/07/2020,466.71,161.92,161.5
01/08/2020,467.04,246.58,156.9
02/08/2020,467.55,221.29,125.7
03/08/2020,468.05,178.79,115.5
04/08/2020,468.17,158.21,157.6
05/08/2020,468.06,130.67,162
06/08/2020,467.91,144.96,162.9
07/08/2020,467.95,167.5,162.3
08/08/2020,467.89,143.38,142.7
09/08/2020,467.94,136.33,121.3
10/08/2020,467.95,124.29,157.7
11/08/2020,467.71,126.46,164
12/08/2020,467.51,120.04,164.8
13/08/2020,467.38,170.63,166
14/08/2020,467.38,144.92,159.1
15/08/2020,467.46,142.58,117.9
16/08/2020,467.38,144.88,166
17/08/2020,468.01,402.58,138.1
18/08/2020,469.69,330.8,0.2
19/08/2020,471.04,255.13,38.6
20/08/2020,471.83,228.5,91.8
21/08/2020,472.36,196.46,94.2
22/08/2020,472.78,160.38,94
23/08/2020,473,135.83,88.3
24/08/2020,473.17,119.92,93
25/08/2020,473.08,110.08,181.6
26/08/2020,472.74,106.08,179
27/08/2020,472.37,98.08,186
28/08/2020,471.94,88.96,184.5
29/08/2020,471.5,87.54,184.3
30/08/2020,471.04,88.25,182
31/08/2020,470.62,88.04,179.3
01/09/2020,470.22,91.96,176
02/09/2020,469.97,150.92,148.3
03/09/2020,470.02,178.46,172
04/09/2020,470.2,233.38,172
05/09/2020,470.41,186.71,175.9
06/09/2020,470.51,196.5,142.8
07/09/2020,470.63,165.54,172.1
08/09/2020,470.75,151.71,92.4
09/09/2020,471.11,173,124.9
10/09/2020,471.03,134.5,174
11/09/2020,471.02,132.08,92.4
12/09/2020,471.26,141.42,86.5
13/09/2020,471.48,121.67,64.5
14/09/2020,471.52,119.29,170.6
15/09/2020,471.29,135.38,179.2
16/09/2020,471.12,148.63,180
17/09/2020,470.93,128.71,180.3
18/09/2020,470.65,109.13,182
19/09/2020,470.35,121.96,175.3
20/09/2020,470.24,106.83,96.3
21/09/2020,470.35,116.46,88
22/09/2020,470.47,118.25,87.9
23/09/2020,470.65,150.21,87
24/09/2020,471.11,202.21,86.3
25/09/2020,471.7,220,89.6
26/09/2020,472.01,187.35,169.7
27/09/2020,471.97,161.79,182
28/09/2020,471.82,137.75,181.2
29/09/2020,471.57,122.21,182
30/09/2020,471.28,118.58,182
01/10/2020,471.21,128.46,92.2
02/10/2020,471.56,156.67,40.8
03/10/2020,472.14,161.58,41.4
04/10/2020,472.68,198.71,69.4
05/10/2020,473.08,181.58,161.4
06/10/2020,473.11,144.54,121.1
07/10/2020,473.36,155.88,87.8
08/10/2020,473.86,182.5,49.3
09/10/2020,474.47,209.63,102.5
10/10/2020,474.99,211.42,97.4
11/10/2020,475.61,284.54,40
12/10/2020,476.57,285.33,46
13/10/2020,477.19,218.46,116.9
14/10/2020,477.78,193.04,73.7
15/10/2020,478.12,182.08,54.8
16/10/2020,478.69,288.83,122.2
17/10/2020,479.52,286.67,29.4
18/10/2020,480.41,302.08,43.2
19/10/2020,481.12,268.75,59.8
20/10/2020,481.68,252.33,82.9
21/10/2020,482.2,255.5,82.4
22/10/2020,482.66,227.54,79.1
23/10/2020,483.08,185.5,59.6
24/10/2020,483.46,184.45,47.5
25/10/2020,483.9,211,42
26/10/2020,484.41,200,61.5
27/10/2020,484.76,211,65.8
28/10/2020,485.02,211,91.5
29/10/2020,485.33,211,69.5
30/10/2020,485.6,158.5,44.7
31/10/2020,485.85,164.29,54.4
01/11/2020,486.1,127,26.3
02/11/2020,486.26,130.96,116.2
03/11/2020,486.31,127.46,92.8
04/11/2020,486.36,126.08,119.7
05/11/2020,486.25,121.13,182
06/11/2020,486.12,157.54,182
07/11/2020,486.24,185.38,128.5
08/11/2020,486.27,140.54,133.4
09/11/2020,486.18,114.33,182
10/11/2020,486.22,342.13,145.9
11/11/2020,487.11,458.29,115.7
12/11/2020,487.41,226.83,182.7
13/11/2020,487.46,179.46,185.1
14/11/2020,487.42,167.88,196
15/11/2020,487.41,157.92,157.5
16/11/2020,487.36,136.96,168.4
17/11/2020,487.37,135.67,117.9
18/11/2020,487.42,124.42,101.6
19/11/2020,487.45,112.5,71.8
20/11/2020,487.4,114.75,153.4
21/11/2020,487.34,117.88,135.7
22/11/2020,487.36,109.46,97.9
23/11/2020,487.35,97.75,80.6
24/11/2020,487.45,93.2,56.7
25/11/2020,487.47,92,89.7
26/11/2020,487.48,94.83,100.1
27/11/2020,487.36,80.75,171.2
28/11/2020,487.18,102.92,170
29/11/2020,487.09,168.08,152.6
30/11/2020,487.28,275.25,169
01/12/2020,487.45,363.71,326.7
02/12/2020,487.44,283.75,281.7
03/12/2020,487.48,202.92,205
04/12/2020,487.44,164.83,186.1
05/12/2020,487.41,145.25,153.4
06/12/2020,487.43,136.42,113.4
07/12/2020,487.4,125.54,175.8
08/12/2020,487.27,121.92,174
09/12/2020,487.24,111.33,85.8
10/12/2020,487.29,108.13,88.4
11/12/2020,487.33,106.79,93.9
12/12/2020,487.36,95.63,84.5
13/12/2020,487.41,95,66.2
14/12/2020,487.46,94.46,81.3
15/12/2020,487.48,89,83.2
16/12/2020,487.47,89.29,94.3
17/12/2020,487.47,96.33,92.8
18/12/2020,487.47,75.54,93.2
19/12/2020,487.41,92.79,98.6
20/12/2020,487.38,103.25,124.4
21/12/2020,487.37,108.71,105.7
22/12/2020,487.4,103.5,77.7
23/12/2020,487.44,95,105.3
24/12/2020,487.44,110.46,102
25/12/2020,487.46,110.67,85
26/12/2020,487.47,100.71,124.3
27/12/2020,487.43,96.25,104.3
28/12/2020,487.4,88.79,115.2
29/12/2020,487.3,84.58,136.6
30/12/2020,487.16,75.04,144.3
31/12/2020,487.03,83.63,105
01/01/2021,487.05,75.5,54.5
02/01/2021,487.06,73.21,81.6
03/01/2021,487.05,70.21,84.7
04/01/2021,486.98,73.33,125.9
05/01/2021,486.89,75.25,75.8
06/01/2021,486.88,74.29,85
07/01/2021,486.88,77.88,75.8
08/01/2021,486.87,70.21,80.1
09/01/2021,486.85,68.25,73.8
10/01/2021,486.86,71.67,63.8
11/01/2021,486.82,57.42,98.8
12/01/2021,486.74,61.33,92
13/01/2021,486.67,59,93.8
14/01/2021,486.59,58.21,89.2
15/01/2021,486.5,58.21,89.2
16/01/2021,486.4,56.88,103.8
17/01/2021,486.33,62.42,63.9
18/01/2021,486.29,45.71,67
19/01/2021,486.25,55.38,72.8
20/01/2021,486.21,54.21,73.5
21/01/2021,486.16,55.33,79.3
22/01/2021,486.1,53.88,83.4
23/01/2021,486.04,52.67,74.3
24/01/2021,485.1,47.29,64
25/01/2021,485.95,48.04,73
26/01/2021,485.89,51.29,75.7
27/01/2021,485.82,43.46,80
28/01/2021,485.75,46.04,74.2
29/01/2021,485.69,48.5,72.4
30/01/2021,485.62,42.5,60.4
31/01/2021,485.62,38.08,51.5
01/02/2021,485.54,40.25,105.9
02/02/2021,485.37,34.04,107.9
03/02/2021,485.2,32.21,102.5
04/02/2021,485.04,38.58,102.4
05/02/2021,484.87,47.46,107.3
06/02/2021,484.71,47.75,98.1
07/02/2021,484.57,45.67,96.8
08/02/2021,484.4,42,67.1
09/02/2021,484.35,44.42,64.8
10/02/2021,484.29,53.54,69
11/02/2021,484.25,50.17,65.5
12/02/2021,484.14,43.33,71.8
13/02/2021,484.11,41.88,75.3
14/02/2021,484.01,35.83,66.9
15/02/2021,483.88,29.63,73.4
16/02/2021,483.78,46.04,67.6
17/02/2021,483.7,37.42,69.7
18/02/2021,483.59,35.71,76.2
19/02/2021,483.46,35.71,96.4
20/02/2021,483.29,35.71,80.3
21/02/2021,483.17,32,67.6
22/02/2021,483.02,27.33,100.2
23/02/2021,482.82,38.46,100.7
24/02/2021,482.65,38.46,90.9
25/02/2021,482.48,35.08,100
26/02/2021,482.28,35.13,74.7
27/02/2021,482.17,34.58,68.5
28/02/2021,482.09,28.79,61.1
01/03/2021,481.96,20.33,71.5
02/03/2021,481.67,26.79,101.2
03/03/2021,481.68,36.38,56.4
04/03/2021,481.55,34.83,66.8
05/03/2021,481.44,29.83,97.8
06/03/2021,481.25,32.79,70
07/03/2021,481.14,25.92,57.8
08/03/2021,480.1,12.38,84.8
09/03/2021,482.11,25.38,83.8
10/03/2021,480.64,29.13,62.1
11/03/2021,480.54,28.21,59.3
12/03/2021,480.45,27,76.9
13/03/2021,480.28,27.25,56.5
14/03/2021,480.22,24.5,67.8
15/03/2021,480.02,13.13,98.3
16/03/2021,479.75,38.88,122
17/03/2021,479.45,34.96,86.9
18/03/2021,479.24,32.33,77.9
19/03/2021,479.06,32.67,111.4
20/03/2021,478.64,35.33,156.9
21/03/2021,478.27,27.79,87.2
22/03/2021,478.02,16.04,121.9
23/03/2021,477.65,30.29,103.8
24/03/2021,477.35,23,123.8
25/03/2021,476.9,23.58,136.8
26/03/2021,476.58,27.04,79.8
27/03/2021,476.37,20.88,89.2
28/03/2021,476.1,11.04,51.7
29/03/2021,475.9,9.08,108
30/03/2021,475.55,22.58,105.3
31/03/2021,475.14,16.21,132.4
01/04/2021,474.71,35.92,119.1
02/04/2021,474.33,45.58,128.8
03/04/2021,474.04,27.08,58
04/04/2021,473.9,27.17,51.2
05/04/2021,473.75,20.25,50.3
06/04/2021,473.66,31.08,49.4
07/04/2021,473.53,21.67,50
08/04/2021,473.42,28.13,50.1
09/04/2021,473.31,22.54,50.7
10/04/2021,473.26,29.04,53.1
11/04/2021,473.11,16.29,52.6
12/04/2021,472.91,20.42,57.4
13/04/2021,472.79,29.67,62.1
14/04/2021,472.54,26.04,75.5
15/04/2021,472.41,28.17,63.2
16/04/2021,472.23,18.92,51.3
17/04/2021,472.12,28.83,53.3
18/04/2021,471.1,14.42,52.4
19/04/2021,471.76,22.75,66.3
20/04/2021,471.6,50.46,63.3
21/04/2021,471.56,61.67,63.3
22/04/2021,471.56,61.96,75.1
23/04/2021,471.43,40.79,72.3
24/04/2021,471.31,47.13,67.5
25/04/2021,471.24,47.13,63.5
26/04/2021,471.08,27.38,72.8
27/04/2021,470.91,33.42,70.6
28/04/2021,470.76,36.33,67
29/04/2021,470.62,34.38,61.9
30/04/2021,470.46,34.04,56.6
01/05/2021,470.4,36.46,58.5
02/05/2021,470.28,27.5,69.6
03/05/2021,470.02,21.08,83.3
04/05/2021,469.77,34.46,76.6
05/05/2021,469.55,31.46,64.5
06/05/2021,469.35,29.71,57.3
07/05/2021,469.17,20.54,56
08/05/2021,469.01,25.25,58.9
09/05/2021,468.85,23.54,49.2
10/05/2021,468.64,15.17,70.8
11/05/2021,468.39,31.83,57
12/05/2021,468.26,29.21,52.3
13/05/2021,468.16,34.83,52.5
14/05/2021,468.04,27.33,53.7
15/05/2021,467.91,35.54,37.8
16/05/2021,468.02,34.08,52.3
17/05/2021,467.75,21.29,73.5
18/05/2021,467.56,42.08,61.3
19/05/2021,467.44,30.25,50
20/05/2021,467.35,41.71,60.5
21/05/2021,467.25,48.04,54
22/05/2021,467.24,57.04,57.5
23/05/2021,467.27,57.71,51
24/05/2021,467.31,63.25,53.2
25/05/2021,467.35,67.29,55.3
26/05/2021,467.48,85.83,55.1
27/05/2021,467.64,74.96,59.3
28/05/2021,467.68,60.58,53
29/05/2021,467.69,46.04,58.2
30/05/2021,467.61,38.71,58.3
31/05/2021,467.45,30.13,39.1
01/06/2021,467.55,48.46,42.3
02/06/2021,467.52,42.75,45.5
03/06/2021,467.46,38.75,65.4
04/06/2021,467.34,38.13,43.4
05/06/2021,467.3,35.04,41.9
06/06/2021,467.33,37.13,42.9
07/06/2021,467.22,27.17,42.9
08/06/2021,467.22,48,40
09/06/2021,467.25,44.75,42.3
10/06/2021,467.29,76.25,42.7
11/06/2021,467.53,74.21,42.7
12/06/2021,467.66,61.04,50.2
13/06/2021,467.68,48.96,45.8
14/06/2021,467.63,40.67,49.2
15/06/2021,467.63,56.21,47.9
16/06/2021,467.73,69.42,47
17/06/2021,467.81,55.88,48.1
18/06/2021,467.83,52.42,56.8
19/06/2021,467.77,49.21,69.4
20/06/2021,467.68,43.63,47.5
21/06/2021,467.58,31.5,47
22/06/2021,467.54,41.38,47.6
23/06/2021,467.52,37,48.3
24/06/2021,467.45,44.5,49
25/06/2021,467.39,30.17,44.9
26/06/2021,467.37,37.96,45.5
27/06/2021,467.27,23.33,48.1
28/06/2021,467.1,19.5,58.3
29/06/2021,466.89,32.17,58.9
30/06/2021,466.81,32.96,41
01/07/2021,466.77,27.96,42.8
02/07/2021,466.66,41.67,70.3
03/07/2021,466.54,30.96,54.1
04/07/2021,466.39,23.67,40.6
05/07/2021,466.3,28.67,43.8
06/07/2021,466.27,45.5,44.8
07/07/2021,466.29,50.88,40.1
08/07/2021,466.32,38.88,40.5
09/07/2021,466.65,167.92,44.5
10/07/2021,467.14,81.46,36.5
11/07/2021,467.26,68.46,61.3
12/07/2021,467.26,59.08,68.1
13/07/2021,467.22,77.42,73.2
14/07/2021,467.26,73.54,70.8
15/07/2021,467.3,88.71,72.9
16/07/2021,467.38,71.88,63.3
17/07/2021,467.3,62.33,94.1
18/07/2021,467.15,92.04,96.3
19/07/2021,467.24,111.83,89.8
20/07/2021,467.36,112.21,92.3
21/07/2021,467.38,82.58,110.6
22/07/2021,467.17,86.79,133.5
23/07/2021,466.8,69.96,146.6
24/07/2021,466.52,92.33,126.7
25/07/2021,466.43,106.92,112.3
26/07/2021,466.36,78.42,77.8
27/07/2021,466.34,63.88,79.7
28/07/2021,466.22,102.54,120.3
29/07/2021,466.15,85.54,114.5
30/07/2021,465.99,86.75,118.9
31/07/2021,465.85,86.67,110.6
01/08/2021,465.71,79.67,107.4
02/08/2021,465.51,73.88,114.7
03/08/2021,465.26,65.46,113.9
04/08/2021,465.04,80.63,109.5
05/08/2021,465.1,95.79,69.6
06/08/2021,465.12,84.79,84.3
07/08/2021,465.14,87.29,84.9
08/08/2021,465.17,93.46,68.9
09/08/2021,465.33,83.29,72.3
10/08/2021,465.26,79.67,111.5
11/08/2021,465.03,70.21,115.9
12/08/2021,464.91,68.96,63.3
13/08/2021,464.95,69.58,62.7
14/08/2021,464.98,63.04,60.9
15/08/2021,464.99,69.71,64.2
16/08/2021,465.04,72.42,64.6
17/08/2021,465.13,79.67,55.8
18/08/2021,465.25,74.58,54.5
19/08/2021,465.33,70.33,57.4
20/08/2021,465.4,67.58,70.4
21/08/2021,465.37,73.67,81.4
22/08/2021,465.41,93.04,61.1
23/08/2021,465.56,95,90.8
24/08/2021,465.39,75.17,126.1
25/08/2021,465.15,89.83,126.5
26/08/2021,465.11,105.13,69.3
27/08/2021,465.42,136,63.7
28/08/2021,465.78,125.71,81.4
29/08/2021,465.9,131.17,116.7
30/08/2021,465.9,114.25,135.8
31/08/2021,465.84,118.79,113.8
01/09/2021,465.85,123,122.6
02/09/2021,465.93,134,106.1
03/09/2021,466,120.67,121.9
04/09/2021,466.22,155.75,70.1
05/09/2021,466.85,226.29,57.1
06/09/2021,467.72,180.33,79
07/09/2021,468.06,211.21,159.8
08/09/2021,468.51,205.79,97.2
09/09/2021,469.11,193.29,98.5
10/09/2021,469.4,174,149.9
11/09/2021,469.79,212.5,65.7
12/09/2021,470.62,248.92,60.5
13/09/2021,471.48,263.58,100.2
14/09/2021,472.09,241.17,106
15/09/2021,472.8,216.83,76.8
16/09/2021,473.37,200.38,95.5
17/09/2021,473.91,196,93.7
18/09/2021,474.29,166.5,101.2
19/09/2021,474.42,145.67,141.8
20/09/2021,474.49,162.88,127.3
21/09/2021,474.64,158.29,121.9
22/09/2021,474.8,146,133.1
23/09/2021,474.89,215.08,150.6
24/09/2021,475.46,272.21,51.8
25/09/2021,476.31,252.04,75.3
26/09/2021,476.9,249.42,70.9
27/09/2021,477.64,201.79,42.3
28/09/2021,478.16,171.38,50.9
29/09/2021,478.54,149.25,63.7
30/09/2021,478.78,162.17,125.4
01/10/2021,478.93,182.96,138.3
02/10/2021,479.18,217.38,85.7
03/10/2021,479.84,240.42,101.7
04/10/2021,480.18,177.33,118.1
05/10/2021,480.27,162.63,136.5
06/10/2021,480.39,184.29,135
07/10/2021,480.65,201.5,89.2
08/10/2021,480.87,168.71,120.9
09/10/2021,480.95,160.25,143.5
10/10/2021,481.02,147.46,119.3
11/10/2021,481.13,184.92,138.8
12/10/2021,481.33,205.96,121.8
13/10/2021,481.63,244.58,122
14/10/2021,482.14,277.29,79.9
15/10/2021,482.59,303.63,144.2
16/10/2021,483.31,425.54,98.3
17/10/2021,484.36,361.75,40.3
18/10/2021,485.19,346.13,51.5
19/10/2021,485.76,302.04,118.7
20/10/2021,486.14,292.33,117.9
21/10/2021,486.62,312.17,97.9
22/10/2021,487.12,263.63,97.1
23/10/2021,487.41,238.96,165.2
24/10/2021,487.44,213.92,219.3
25/10/2021,487.43,232.92,250.4
26/10/2021,487.24,210.67,329.6
27/10/2021,487.1,392.5,390.4
28/10/2021,487.27,458.33,307.8
29/10/2021,487.46,320.38,310
30/10/2021,487.44,276,294
31/10/2021,487.47,271.29,240.5
01/11/2021,487.46,243.25,280.5
02/11/2021,487.39,222,224.9
03/11/2021,487.41,207.83,202.7
04/11/2021,487.4,189.33,205
05/11/2021,487.35,179.5,204.6
06/11/2021,487.37,169.96,134.3
07/11/2021,487.45,166.13,147.1
08/11/2021,487.46,157.75,157.9
09/11/2021,487.47,174.67,160
10/11/2021,487.49,181.33,176.3
11/11/2021,487.44,194.38,236.8
12/11/2021,487.46,369.46,342.6
13/11/2021,487.4,244.04,282.7
14/11/2021,487.33,217.33,226.5
15/11/2021,487.32,182.96,197.2
16/11/2021,487.37,177.63,123.9
17/11/2021,487.46,174.13,172.8
18/11/2021,487.45,217,202.8
19/11/2021,487.47,205.08,219
20/11/2021,487.43,181.75,204.4
21/11/2021,487.35,163.04,200
22/11/2021,487.31,163.58,162.6
23/11/2021,487.31,160.71,160.8
24/11/2021,487.32,151.5,145.6
25/11/2021,487.31,141.54,154.8
26/11/2021,487.27,131.21,162.6
27/11/2021,487.2,145.63,169.3
28/11/2021,487.21,147.46,86.9
29/11/2021,487.32,166.75,142.4
30/11/2021,487.45,256.04,197.5
01/12/2021,487.47,494.25,490.8
02/12/2021,487.45,274.58,291.2
03/12/2021,487.46,213.65,210.6
04/12/2021,487.44,176.63,199.7
05/12/2021,487.37,159.72,191
06/12/2021,487.37,151.14,115.4
07/12/2021,487.43,145.88,136
08/12/2021,487.43,138,145.7
09/12/2021,487.39,118.08,151.8
10/12/2021,487.44,125.21,82
11/12/2021,487.41,121.79,153.9
12/12/2021,487.36,107.54,137.1
13/12/2021,487.26,106.25,131.8
14/12/2021,487.22,106.13,107.6
15/12/2021,487.27,98.5,75.8
16/12/2021,487.32,103.63,82.7
17/12/2021,487.34,87.21,120.1
18/12/2021,487.26,98.63,122.9
19/12/2021,487.22,89.71,109.5
20/12/2021,487.16,79.92,60.8
21/12/2021,487.23,90.71,75.3
22/12/2021,487.27,96.67,66.4
23/12/2021,487.33,87.67,70.6
24/12/2021,487.37,86.04,74.1
25/12/2021,487.4,83.29,68.8
26/12/2021,487.43,81,90.9
27/12/2021,487.35,80.13,135.8
28/12/2021,487.28,100.67,88.4
29/12/2021,487.37,142.67,64
30/12/2021,487.46,133.17,149.1
