ngay,muc_nuoc_ho,luu_luong_den,luu_luong_xa
22/01/2024,485.47,32.88,54.3
23/01/2024,485.44,43.17,53.3
24/01/2024,485.4,35.25,52
25/01/2024,485.3,30.5,80.9
26/01/2024,485.2,31.67,73.5
27/01/2024,485.14,33.46,54.3
28/01/2024,485.08,31.5,54.8
29/01/2024,484.1,26.63,65.4
30/01/2024,484.93,41.21,59.3
31/01/2024,484.87,37.29,61.9
01/03/2024,482.15,18.71,60.7
02/03/2024,482.04,27.79,62.9
03/03/2024,481.92,20.5,62.7
04/03/2024,481.78,15.38,63
05/03/2024,481.66,29.08,62
06/03/2024,481.56,23.96,61.9
07/03/2024,481.45,26.75,63.6
08/03/2024,481.31,16.13,62
09/03/2024,481.18,15.21,60.8
10/03/2024,481.06,19.5,62
11/03/2024,480.9,7.33,61.7
12/03/2024,480.77,23.67,61
13/03/2024,480.66,20.08,62.3
14/03/2024,480.53,17.08,61
15/03/2024,480.38,13.13,60.2
16/03/2024,480.24,11.17,58.8
17/03/2024,480.11,11.75,54
18/03/2024,480.04,10.04,31
19/03/2024,479.95,27.42,28.4
20/03/2024,479.99,17.63,28.5
21/03/2024,479.87,21.5,57.2
22/03/2024,479.73,23.58,56.8
23/03/2024,479.6,22.42,57.9
24/03/2024,479.48,21.88,57.3
25/03/2024,479.32,17.33,55.9
26/03/2024,479.2,27.33,55
27/03/2024,479.09,21.13,57.4
28/03/2024,478.94,20.5,58.3
29/03/2024,478.81,28.08,56.3
30/03/2024,478.71,36.5,54.1
31/03/2024,478.66,24.21,50
01/04/2024,478.53,29.83,56.2
02/04/2024,478.46,38.33,56.5
03/04/2024,478.38,37.54,57
04/04/2024,478.3,33.29,59.8
05/04/2024,478.18,24,57
06/04/2024,478.05,22.83,56.7
07/04/2024,477.91,17.5,55.2
08/04/2024,477.76,17.67,56
09/04/2024,477.63,28.25,58.4
10/04/2024,477.49,19.54,58.7
11/04/2024,477.37,30.79,57.9
12/04/2024,477.25,19.71,56.5
13/04/2024,477.11,16.21,51.7
14/04/2024,476.98,20.83,56.1
15/04/2024,476.82,12.88,55.2
16/04/2024,476.66,15.42,56.3
17/04/2024,476.5,14.08,56.9
18/04/2024,476.35,17.42,55.1
19/04/2024,476.25,15.58,39.3
20/04/2024,476.13,30.88,57.1
21/04/2024,476.04,24.71,55.3
22/04/2024,475.88,16.13,58.3
23/04/2024,475.74,23.13,68.3
24/04/2024,475.57,22.08,69.6
25/04/2024,475.38,18.08,66.2
26/04/2024,475.21,27.25,72.5
27/04/2024,475.04,30.79,68.9
28/04/2024,474.87,29.92,60.1
29/04/2024,474.71,21.88,58.3
30/04/2024,474.59,30.13,45.7
01/05/2024,474.56,42,37.3
02/05/2024,474.6,38.21,44.9
03/05/2024,474.49,31.67,59
04/05/2024,474.36,33.21,61.2
05/05/2024,474.22,31.08,59.4
06/05/2024,474.11,22.17,53.6
07/05/2024,473.96,31.33,50.4
08/05/2024,473.97,29.67,15.6
09/05/2024,474.06,27.08,0
10/05/2024,474.14,24.33,31.1
11/05/2024,474.01,29.04,59.5
12/05/2024,473.87,26.63,60.2
13/05/2024,473.69,19.96,59.6
14/05/2024,473.52,26.25,59.3
15/05/2024,473.37,22.21,48.3
16/05/2024,473.27,30.88,58.7
17/05/2024,473.15,31.88,55.7
18/05/2024,473.06,66.54,57.9
19/05/2024,473.3,118.5,55.2
20/05/2024,473.54,82.67,48.9
21/05/2024,473.63,87.25,61.2
22/05/2024,473.82,95.21,56.4
23/05/2024,473.98,113.42,57.2
24/05/2024,474.44,118.88,30.6
25/05/2024,474.74,104.96,35
26/05/2024,474.97,110.58,64.2
27/05/2024,475.13,82.71,72.1
28/05/2024,475.13,62.25,56.1
29/05/2024,475.14,67.46,72
30/05/2024,475.14,61.5,55.7
31/05/2024,475.12,43.75,56.9
01/06/2024,476.05,37.25,54.9
02/06/2024,474.98,37.46,62.3
03/06/2024,474.86,44.92,62.7
04/06/2024,474.82,48.75,57.4
05/06/2024,474.74,57.63,95.4
06/06/2024,474.44,42.13,115
07/06/2024,474.14,62.75,127.1
08/06/2024,473.8,75.71,157.2
09/06/2024,473.46,53.42,114.4
10/06/2024,473.27,36.13,86.5
11/06/2024,472.99,47.42,98
12/06/2024,472.73,45.38,104.4
13/06/2024,472.45,40.54,97.2
14/06/2024,472.25,37.33,55.3
15/06/2024,472.12,44.67,92.5
16/06/2024,471.93,36.04,72
17/06/2024,471.75,31,58
18/06/2024,471.59,43.58,116.4
19/06/2024,471.41,47.04,51.6
20/06/2024,471.19,56.88,143.3
21/06/2024,470.85,73.04,136.1
22/06/2024,470.69,70.08,71.9
23/06/2024,470.62,53.21,84.5
24/06/2024,470.41,51.67,100.5
25/06/2024,470.24,59.29,77.1
26/06/2024,470.14,57.92,93.9
27/06/2024,469.96,66.25,87.5
28/06/2024,469.98,76.88,54.9
29/06/2024,470.09,68.21,53.6
30/06/2024,470.11,47.5,51.1
01/07/2024,470.06,42.5,82.9
02/07/2024,469.86,57.79,88.9
03/07/2024,469.69,48.5,52
04/07/2024,469.74,59.08,48.8
05/07/2024,469.82,74.21,48.1
06/07/2024,469.96,68.42,52.4
07/07/2024,470.01,63.58,54.1
08/07/2024,470.12,92.29,78.8
09/07/2024,470.14,84,86.1
10/07/2024,470.17,97.58,84.8
11/07/2024,470.13,82.25,106.8
12/07/2024,470.05,75.63,83.8
13/07/2024,470.02,92.38,83.4
14/07/2024,470.16,120.58,69.5
15/07/2024,470.54,203.63,102.7
16/07/2024,470.76,165,167.3
17/07/2024,470.63,116.25,158.4
18/07/2024,470.45,124.42,155.9
19/07/2024,470.37,154.71,154.6
20/07/2024,470.7,301.29,157.4
21/07/2024,471.61,307.92,73.2
22/07/2024,472.38,262.88,166.4
23/07/2024,473.02,263.63,100
24/07/2024,473.77,213.04,53.4
25/07/2024,474.31,193.5,126.7
26/07/2024,474.58,156.17,98.6
27/07/2024,474.78,175.71,112.8
28/07/2024,475.27,203.42,49.1
29/07/2024,475.84,185.71,83.5
30/07/2024,476.17,175.42,57.9
31/07/2024,476.71,164.63,49.2
01/08/2024,476.94,136.5,115.5
02/08/2024,477.11,178.38,115.2
03/08/2024,477.34,168.83,119.2
04/08/2024,477.37,131.33,118.9
05/08/2024,477.53,169.42,119.4
06/08/2024,477.67,131.42,107.2
07/08/2024,477.61,130.17,162.4
08/08/2024,477.74,174.96,113.7
09/08/2024,477.9,144.25,128.3
10/08/2024,477.88,124.92,136.5
11/08/2024,477.89,111.96,97.8
12/08/2024,477.74,90.46,166
13/08/2024,477.53,93.71,141.1
14/08/2024,477.32,94.29,152.1
15/08/2024,477.03,105.21,176.2
16/08/2024,476.79,101.88,167.7
17/08/2024,476.57,112.04,160.6
18/08/2024,476.42,125.67,118.4
19/08/2024,476.4,113.33,171.5
20/08/2024,476.11,92.33,172.5
21/08/2024,475.92,126.38,153.7
22/08/2024,475.76,126.46,175.5
23/08/2024,475.59,121.54,160.1
24/08/2024,475.48,127.75,152.3
25/08/2024,475.43,131.29,118
26/08/2024,475.54,211.13,161.2
27/08/2024,475.69,168.67,165.8
28/08/2024,475.71,169.54,144.4
29/08/2024,475.9,132.83,69.5
30/08/2024,476.45,266.58,66.9
31/08/2024,477.02,237.42,127.8
01/09/2024,477.56,241.58,62.5
02/09/2024,478.16,192.5,47.8
03/09/2024,478.78,211.46,63.7
04/09/2024,479.27,197.25,109.6
05/09/2024,479.65,246.54,104.9
06/09/2024,480.27,292.67,79.3
07/09/2024,481.01,315.92,66.3
08/09/2024,481.75,295.42,41.6
09/09/2024,482.41,223.83,47.6
10/09/2024,482.87,208.21,76.9
11/09/2024,483.13,211.42,117.5
12/09/2024,483.44,182.29,81.3
13/09/2024,483.77,160.83,69.4
14/09/2024,483.94,228.25,163.8
15/09/2024,484.11,265.04,206
16/09/2024,484.28,255.63,203
17/09/2024,484.48,273.71,204.3
18/09/2024,484.81,376.46,210.9
19/09/2024,485.26,386.96,245.8
20/09/2024,485.42,309,254.6
21/09/2024,485.52,268,250.3
